Training Times,Testing Times,Fold Accuracies
59.44950318336487,0.0626370906829834,0.7022900763358778
59.81178879737854,0.06249213218688965,0.6902944383860414
59.811046838760376,0.06250548362731934,0.7142857142857143
60.956839084625244,0.06249690055847168,0.7121046892039259
59.54486680030823,0.06170344352722168,0.7099236641221374
59.6389741897583,0.06250882148742676,0.7030567685589519
60.01639914512634,0.06072878837585449,0.7074235807860262
59.373374938964844,0.06263470649719238,0.6877729257641921
59.76421809196472,0.0637059211730957,0.7248908296943232
59.937183141708374,0.046994924545288086,0.7106986899563319
59.670297145843506,0.06359410285949707,0.7022900763358778
61.01996660232544,0.06249427795410156,0.6902944383860414
60.046844482421875,0.0625157356262207,0.7142857142857143
59.79687833786011,0.06249403953552246,0.7121046892039259
59.70363712310791,0.046877384185791016,0.7099236641221374
59.857771158218384,0.04694938659667969,0.7030567685589519
60.23610258102417,0.06249809265136719,0.7074235807860262
59.37297344207764,0.06249856948852539,0.6877729257641921
59.875081300735474,0.06250524520874023,0.7248908296943232
60.25143313407898,0.04687356948852539,0.7106986899563319
60.20323133468628,0.06249833106994629,0.7022900763358778
63.16817331314087,0.14069533348083496,0.6902944383860414
60.78184247016907,0.06249713897705078,0.7142857142857143
59.75031805038452,0.062338829040527344,0.7121046892039259
59.76469159126282,0.06383538246154785,0.7099236641221374
60.046398401260376,0.062401533126831055,0.7030567685589519
60.236271142959595,0.06265449523925781,0.7074235807860262
59.40483856201172,0.04687142372131348,0.6877729257641921
59.95241165161133,0.06250691413879395,0.7248908296943232
59.703157901763916,0.062493085861206055,0.7106986899563319
